-0.31958	-0.010952	-0.052471
-0.31934	0.040139	-0.16635
-0.31909	-0.019831	-0.18784
-0.31885	0.0061217	-0.22925
-0.3186	0.017885	-0.13859
-0.31836	-0.035121	-0.23374
-0.31812	0.013023	-0.1613
-0.31787	-0.042527	-0.1912
-0.31763	-0.0008794	-0.19402
-0.31738	-0.032767	-0.15473
-0.31714	0.017978	-0.21715
-0.31689	-0.053045	-0.13136
-0.31665	0.01699	-0.20078
-0.31641	-0.057075	-0.17253
-0.31616	0.015502	-0.14288
-0.31592	-0.019831	-0.2042
-0.31567	-0.020062	-0.13681
-0.31543	0.030015	-0.18422
-0.31519	-0.076163	-0.14466
-0.31494	0.054947	-0.16421
-0.3147	-0.062017	-0.16862
-0.31445	0.034705	-0.11849
-0.31421	-0.042771	-0.19177
-0.31396	-0.031513	-0.12536
-0.31372	0.006463	-0.14686
-0.31348	-0.065657	-0.16738
-0.31323	0.0044106	-0.12419
-0.31299	-0.061586	-0.15785
-0.31274	-0.0316	-0.12572
-0.3125	-0.074502	-0.15462
-0.31226	-0.075081	-0.12243
-0.31201	-0.058879	-0.1304
-0.31177	-0.053316	-0.16007
-0.31152	-0.09716	-0.1035
-0.31128	-0.067849	-0.14854
-0.31104	-0.1104	-0.13561
-0.31079	-0.074282	-0.12106
-0.31055	-0.066957	-0.13357
-0.3103	-0.10028	-0.12302
-0.31006	-0.037277	-0.13792
-0.30981	-0.1343	-0.10167
-0.30957	-0.043861	-0.13818
-0.30933	-0.10484	-0.12997
-0.30908	-0.079168	-0.10017
-0.30884	-0.058663	-0.14145
-0.30859	-0.11629	-0.11828
-0.30835	-0.067898	-0.10836
-0.30811	-0.14932	-0.12022
-0.30786	-0.089898	-0.11982
-0.30762	-0.10715	-0.10754
-0.30737	-0.13494	-0.10038
-0.30713	-0.12918	-0.13221
-0.30688	-0.15648	-0.095714
-0.30664	-0.13835	-0.10198
-0.3064	-0.14218	-0.12662
-0.30615	-0.15773	-0.095443
-0.30591	-0.12866	-0.097979
-0.30566	-0.16479	-0.11233
-0.30542	-0.1607	-0.10495
-0.30518	-0.13357	-0.093454
-0.30493	-0.1666	-0.10454
-0.30469	-0.11348	-0.11882
-0.30444	-0.16987	-0.083646
-0.3042	-0.12463	-0.10421
-0.30396	-0.14356	-0.11317
-0.30371	-0.15628	-0.083815
-0.30347	-0.10675	-0.093096
-0.30322	-0.1707	-0.11109
-0.30298	-0.12613	-0.088616
-0.30273	-0.16526	-0.08657
-0.30249	-0.13863	-0.11337
-0.30225	-0.12774	-0.099576
-0.302	-0.15934	-0.074905
-0.30176	-0.12999	-0.11322
-0.30151	-0.15607	-0.092582
-0.30127	-0.15662	-0.071432
-0.30103	-0.12868	-0.10074
-0.30078	-0.14058	-0.098378
-0.30054	-0.12059	-0.075124
-0.30029	-0.14875	-0.09591
-0.30005	-0.15962	-0.10446
-0.2998	-0.12496	-0.0838
-0.29956	-0.15648	-0.083568
-0.29932	-0.10175	-0.10879
-0.29907	-0.12862	-0.07997
-0.29883	-0.12502	-0.07921
-0.29858	-0.12541	-0.10028
-0.29834	-0.1373	-0.092695
-0.2981	-0.085079	-0.074308
-0.29785	-0.11117	-0.10238
-0.29761	-0.083307	-0.10149
-0.29736	-0.090402	-0.072423
-0.29712	-0.09322	-0.094909
-0.29688	-0.078634	-0.10784
-0.29663	-0.083506	-0.066863
-0.29639	-0.064512	-0.094866
-0.29614	-0.074144	-0.10251
-0.2959	-0.081598	-0.075694
-0.29565	-0.057939	-0.080747
-0.29541	-0.068514	-0.10667
-0.29517	-0.061727	-0.077984
-0.29492	-0.061986	-0.077804
-0.29468	-0.075486	-0.10564
-0.29443	-0.049083	-0.087481
-0.29419	-0.065811	-0.075458
-0.29395	-0.019531	-0.10426
-0.2937	-0.02817	-0.087694
-0.29346	-0.037427	-0.078499
-0.29321	-0.025771	-0.082338
-0.29297	-0.039904	-0.098079
-0.29272	0.0033664	-0.070863
-0.29248	-0.0020245	-0.082009
-0.29224	0.023002	-0.10887
-0.29199	0.01654	-0.08493
-0.29175	-0.0034075	-0.082528
-0.2915	0.0067789	-0.11257
-0.29126	0.0172	-0.084388
-0.29102	0.030515	-0.073594
-0.29077	0.038195	-0.09554
-0.29053	0.033242	-0.091375
-0.29028	0.036661	-0.063459
-0.29004	0.034992	-0.10932
-0.28979	0.036295	-0.10154
-0.28955	0.058274	-0.085029
-0.28931	0.043307	-0.11253
-0.28906	0.059624	-0.1059
-0.28882	0.057368	-0.082053
-0.28857	0.075738	-0.093961
-0.28833	0.072156	-0.096212
-0.28809	0.062575	-0.088041
-0.28784	0.072317	-0.088022
-0.2876	0.058873	-0.12058
-0.28735	0.084975	-0.10312
-0.28711	0.089645	-0.10451
-0.28687	0.10613	-0.11748
-0.28662	0.094379	-0.10975
-0.28638	0.078892	-0.084635
-0.28613	0.085215	-0.098424
-0.28589	0.090222	-0.10985
-0.28564	0.11162	-0.084848
-0.2854	0.12464	-0.10978
-0.28516	0.12535	-0.14189
-0.28491	0.1114	-0.10295
-0.28467	0.099527	-0.12747
-0.28442	0.10171	-0.13347
-0.28418	0.12176	-0.10214
-0.28394	0.12227	-0.10453
-0.28369	0.1338	-0.1204
-0.28345	0.12483	-0.10619
-0.2832	0.11189	-0.1168
-0.28296	0.11362	-0.14404
-0.28271	0.10739	-0.14091
-0.28247	0.12208	-0.14071
